9	0	Everything we do to express ourselves uses muscles.	Everything we do to express ourselves uses muscles.
9	160	Oxygen debt includes the amount of oxygen that liver cells require to convert the accumulated lactic acid to glucose, as well as the amount that the muscle cells require to resynthesize sufficient ATP and creatine phosphate to restore their original concentrations.	Oxygen debt includes the amount of oxygen required by liver cells to convert stored lactic acid into glucose, as well as the amount that muscle cells need to resynthesize enough ATP and creatine phosphate to restore their original concentrations.
9	161	Oxygen debt also reflects the oxygen required to restore blood and tissue oxygen levels to preexercise levels.	Oxygen debt also reflects the oxygen needed to restore oxygen levels in blood and tissues to pre-workout levels.
9	162	The metabolic capacity of a muscle may change with athletic training.	Muscle metabolic capacity can change during athletic training.
9	163	With high-intensity exercise, which depends more on glycolysis for ATP, a muscle will synthesize more glycolytic enzymes, and its capacity for glycolysis increases.	During high-intensity exercise, which is more dependent on glycolysis for ATP, muscles synthesize more glycolytic enzymes and their ability to glycolysis increases.
9	164	With aerobic exercise, the muscles' capacity for the aerobic reactions of cellular respiration increases.	With aerobic exercise, the ability of muscles to respond to aerobic cellular respiration increases.
9	165	The strenuous exercise of aerobic training stimulates new capillaries to extend into muscles, supplying more oxygen and nutrients to the muscle fibers.	Heavy aerobic training stimulates the new capillaries to expand into the muscles and supply the muscle fibers with more oxygen and nutrients.
9	166	Such physical training also adds mitochondria, which split and enlarge to increase their abundance.	This physical fitness also adds mitochondria, which divide and grow to increase their abundance.
9	167	Both the adaptations of increased blood supply and more mitochondria boost the ability of muscle fibers to produce ATP aerobically.	Both the adaptation of the increased blood supply and the increase in the number of mitochondria increase the ability of muscle fibers to aerobically produce ATP.
9	168	The source of metabolic energy varies with time during a high-intensity event.	The metabolic energy source changes over time during a high intensity event.
9	169	In a sprint, for example, energy comes first from residual ATP, but almost instantly, creatine phosphate begins donating high-energy phosphates to ADP, regenerating ATP.	For example, in a sprint, energy first comes from residual ATP, but almost immediately, creatine phosphate begins to release high-energy phosphates into ADP and restores ATP.
9	170	Meanwhile, oxidation of glucose potentially produces more ATP, but because the runner cannot take in enough oxygen to meet the high demand, most ATP is generated in glycolysis.	Meanwhile, more ATP is potentially produced when glucose is oxidized, but since the runner cannot get enough oxygen to meet the high demand, most of the ATP is produced during glycolysis.
9	171	Lactic acid forms, and as the runner crosses the finish line, her liver is actively converting lactic acid back to pyruvic acid, and then to glucose.	Lactic acid is produced, and when a runner crosses the finish line, her liver actively converts lactic acid back to pyruvic acid and then glucose.
9	172	In her muscles, creatine phosphate levels begin to return to normal.	In her muscles, creatine phosphate levels begin to return to normal.
9	173	A muscle exercised persistently for a prolonged period may lose its ability to contract, which is a condition called fatigue.	A muscle that has been exercising for a long time can lose its ability to contract, a condition called fatigue.
9	174	It has a number of potential causes, including decreased blood flow, ion imbalances across the sarcolemma from repeated stimulation, and psychological loss of the desire to continue the exercise.	This has many potential causes, including decreased blood flow, ionic imbalance across the sarcolemma from repeated stimulation, and a psychological loss of desire to continue exercising.
9	175	For many years fatigue associated with anaerobic exercise has been attributed to increased lactic acid production.	For many years, fatigue associated with anaerobic exercise has been attributed to increased production of lactic acid.
9	176	As muscle metabolism shifts from aerobic to anaerobic ATP production, lactic acid begins to accumulate in muscles and to appear in the bloodstream .	When muscle metabolism changes from aerobic to anaerobic ATP production, lactic acid begins to build up in the muscles and is released into the bloodstream.
9	177	In the body, lactic acid dissociates rapidly into lactate ion and hydrogen ion.	Lactic acid in the body quickly dissociates into lactate ion and hydrogen ion.
9	178	If the pH drops sufficiently, muscle fibers may no longer respond to stimulation.	If the pH drops enough, muscle fibers may no longer respond to stimulation.
